BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6346,27, ,C0,2050 85TH   STREET, ,11214,3,0,3,"3,025","3,785",2015, 	1 ,C0," $	2,138,325.00 ",3/16/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6346,128, ,C0,2054 85TH   STREET, ,11214,3,0,3,"2,975","3,785",2015, 	1 ,C0, $	-00.00 ,3/7/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6851,29, ,C0,2354 82ND STREET, ,11214,3,0,3,"3,000","3,320",1935, 	1 ,C0," $	1,660,000.00 ",9/27/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6853,26, ,C0,2348 83RD   STREET, ,11214,3,0,3,"2,000","3,600",2002, 	1 ,C0, $	-00.00 ,2/10/18
3,BENSONHURST,04 TAX CLASS 1 CONDOS                      ,1A,5560,1004, ,R3,1768 66 STREET,2B,11204,1,0,1,0,0,1996, 	1 ,R3, $	-00.00 ,10/23/17
3,BENSONHURST,04 TAX CLASS 1 CONDOS                      ,1A,5560,1005, ,R3,1768 66TH   STREET,2C,11204,1,0,1,0,0,1996, 	1 ,R3, $	10.00 ,4/19/17
3,BENSONHURST,04 TAX CLASS 1 CONDOS                      ,1A,5570,1005, ,R3,6701 19TH AVENUE,301,11204,1,0,1,0,0,2005, 	1 ,R3," $	820,000.00 ",11/21/17
3,BENSONHURST,04 TAX CLASS 1 CONDOS                      ,1A,5570,1006, ,R3,6701 19TH AVENUE,302,11204,1,0,1,0,0,2005, 	1 ,R3," $	825,000.00 ",2/20/18
3,BENSONHURST,04 TAX CLASS 1 CONDOS                      ,1A,5574,1009, ,R3,1542 68TH   STREET,1A,11219,1,0,1,0,0,2012, 	1 ,R3, $	-00.00 ,8/1/17
3,BENSONHURST,04 TAX CLASS 1 CONDOS                      ,1A,5576,1002, ,R3,6815 17TH AVENUE,2A,11204,1,0,1,0,0,2006, 	1 ,R3," $	700,000.00 ",12/21/17
3,BENSONHURST,04 TAX CLASS 1 CONDOS                      ,1A,5576,1008, ,R3,6809 17TH   AVENUE,2C,11204,1,0,1,0,0,0, 	1 ,R3," $	685,000.00 ",7/11/17
3,BENSONHURST,04 TAX CLASS 1 CONDOS                      ,1A,5762,1009, ,R3,1441 67TH STREET,1-B,11219,1,0,1,0,0,0, 	1 ,R3, $	-00.00 ,9/15/17
3,BENSONHURST,04 TAX CLASS 1 CONDOS                      ,1A,5762,1010, ,R3,1449 67TH STREET,1-D,11219,1,0,1,0,0,0, 	1 ,R3," $	589,000.00 ",12/20/17
3,BENSONHURST,04 TAX CLASS 1 CONDOS                      ,1A,5762,1110, ,R3,1449 67TH   STREET,1-C,11219,1,0,1,0,0,0, 	1 ,R3, $	-00.00 ,9/13/17
3,BENSONHURST,04 TAX CLASS 1 CONDOS                      ,1A,5769,1210, ,R3,1440 67TH STREET,3B,11219,1,0,1,0,0,2010, 	1 ,R3," $	688,000.00 ",11/14/17
3,BENSONHURST,04 TAX CLASS 1 CONDOS                      ,1A,6184,1001, ,R3,1945 72ND STREET,1A,11204,1,0,1,0,0,2006, 	1 ,R3, $	-00.00 ,4/19/17
3,BENSONHURST,04 TAX CLASS 1 CONDOS                      ,1A,6224,1005, ,R3,7506 16TH AVE,1B,11214,1,0,1,0,0,2006, 	1 ,R3," $	657,000.00 ",5/3/17
3,BENSONHURST,04 TAX CLASS 1 CONDOS                      ,1A,6234,1003, ,R3,7601 14TH   AVENUE,3A,11228,1,0,1,0,0,1999, 	1 ,R3," $	690,388.00 ",6/2/17
3,BENSONHURST,04 TAX CLASS 1 CONDOS                      ,1A,6234,1005, ,R3,7601 14TH   AVENUE,2B,11228,1,0,1,0,0,1999, 	1 ,R3," $	658,000.00 ",7/31/17
3,BENSONHURST,04 TAX CLASS 1 CONDOS                      ,1A,6261,1105, ,R3,1839 79TH STREET,2B,11214,1,0,1,0,0,2006, 	1 ,R3," $	710,000.00 ",12/22/17
3,BENSONHURST,04 TAX CLASS 1 CONDOS                      ,1A,6315,1118, ,R3,1823 83RD   STREET,1D,11214,1,0,1,0,0,2006, 	1 ,R3," $	705,000.00 ",7/17/17
3,BENSONHURST,04 TAX CLASS 1 CONDOS                      ,1A,6326,1007, ,R3,8428 BAY 16TH STREET,7,11214,1,0,1,0,0,0, 	1 ,R3," $	738,000.00 ",8/21/17
3,BENSONHURST,04 TAX CLASS 1 CONDOS                      ,1A,6333,1002, ,R3,1932 84TH ST,102,11214,1,0,1,0,0,2003, 	1 ,R3," $	670,000.00 ",8/28/17
3,BENSONHURST,04 TAX CLASS 1 CONDOS                      ,1A,6333,1003, ,R3,1932 84TH   STREET,103,11214,1,0,1,0,0,2003, 	1 ,R3, $	-00.00 ,12/20/17
3,BENSONHURST,04 TAX CLASS 1 CONDOS                      ,1A,6849,1003, ,R3,2367 82ND   STREET,301,11214,1,0,1,0,0,0, 	1 ,R3," $	645,000.00 ",4/27/17
3,BENSONHURST,04 TAX CLASS 1 CONDOS                      ,1A,6856,1008, ,R3,8420 25TH AVENUE,3B,11214,1,0,1,0,0,0, 	1 ,R3," $	710,000.00 ",12/20/17
3,BENSONHURST,05 TAX CLASS 1 VACANT LAND                 ,1B,6305,5, ,V0,N/A 15TH   AVENUE, ,11228,0,0,0,280,0,0, 	1 ,V0, $	-00.00 ,12/21/17
3,BENSONHURST,06 TAX CLASS 1 - OTHER                     ,1,6248,26, ,G0,1744A 77TH   STREET, ,11214,0,0,0,"2,000",0,1950, 	1 ,G0, $	-00.00 ,6/23/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,5552,55, ,C3,1677 66TH   STREET, ,11204,4,0,4,"2,650","3,520",1931, 	2 ,C3, $	10.00 ,11/28/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,5556,3, ,C3,6517 20TH   AVENUE, ,11204,4,0,4,"1,810","3,300",1925, 	2 ,C3, $	-00.00 ,8/18/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,5558,66, ,C3,1561 67TH STREET, ,11219,4,0,4,"5,090","3,160",1931, 	2 ,C3," $	1,550,000.00 ",2/21/18
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,5559,35, ,C3,1666 66 STREET, ,11204,4,0,4,"2,750","3,600",1931, 	2 ,C3, $	-00.00 ,6/15/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,5559,35, ,C3,1666 66 STREET, ,11204,4,0,4,"2,750","3,600",1931, 	2 ,C3, $	-00.00 ,6/14/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,5560,29, ,C3,1740 66TH STREET, ,11204,4,0,4,"3,500","3,157",1931, 	2 ,C3, $	-00.00 ,8/10/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,5563,63, ,C3,2039 67TH   STREET, ,11204,4,0,4,"2,700","3,344",1931, 	2 ,C3," $	400,000.00 ",7/10/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,5569,49, ,C3,1861 68TH STREET, ,11204,4,0,4,"2,875","3,470",1931, 	2 ,C3, $	-00.00 ,12/29/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,5570,70, ,C3,1921 68TH   STREET, ,11204,4,0,4,"2,750","3,510",1931, 	2 ,C3," $	1,125,000.00 ",11/16/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,5571,49, ,C3,2057 68TH STREET, ,11204,4,0,4,"2,800","3,510",1931, 	2 ,C3," $	250,000.00 ",8/10/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,5578,13, ,C3,1918 68 STREET, ,11204,4,0,4,"2,775","3,510",1931, 	2 ,C3, $	-00.00 ,8/18/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,5578,16, ,C3,1924 68TH   STREET, ,11204,4,0,4,"2,775","3,510",1931, 	2 ,C3," $	1,850,000.00 ",12/13/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,5578,22, ,C3,1944 68TH STREET, ,11204,4,0,4,"2,775","3,510",1931, 	2 ,C3," $	1,840,000.00 ",7/21/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,5578,22, ,C3,1944 68TH STREET, ,11204,4,0,4,"2,775","3,510",1931, 	2 ,C3, $	-00.00 ,3/6/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,5578,26, ,C3,1958 68TH   STREET, ,11204,4,0,4,"2,775","3,510",1931, 	2 ,C3," $	1,850,000.00 ",10/13/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,5755,24, ,C3,1442 65TH STREET, ,11219,4,0,4,"2,000","3,200",1931, 	2 ,C3," $	1,295,000.00 ",7/20/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,5762,31, ,C2,1462 66TH   STREET, ,11219,6,0,6,"3,000","3,300",1920, 	2 ,C2," $	1,730,000.00 ",10/13/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,5762,33, ,C2,1464 66TH STREET, ,11219,5,0,5,"2,500","3,300",1920, 	2 ,C2," $	1,300,000.00 ",4/7/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,5776,58, ,C3,1437 69TH STREET, ,11219,4,0,4,"1,800","3,160",1920, 	2 ,C3, $	-00.00 ,3/21/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2,6162,43, ,C7,1973 70TH STREET, ,11204,34,7,41,"10,000","29,910",1927, 	2 ,C7, $	-00.00 ,2/26/18
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2,6162,43, ,C7,6924 20TH   AVENUE, ,11204,34,7,41,"10,000","29,910",1927, 	2 ,C7, $	-00.00 ,12/31/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2,6162,49, ,C1,1953 70TH   STREET, ,11204,55,0,55,"15,900","38,280",1927, 	2 ,C1," $	3,626,301.00 ",2/26/18
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2,6162,49, ,C1,1953 70TH STREET, ,11204,55,0,55,"15,900","38,280",1927, 	2 ,C1, $	-00.00 ,12/31/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,6174,60, ,C3,2043 71ST   STREET, ,11204,4,0,4,"2,542","3,080",1924, 	2 ,C3, $	-00.00 ,3/28/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,6182,26, ,C3,1752 71 STREET, ,11204,4,0,4,"2,500","3,000",1924, 	2 ,C3, $	-00.00 ,6/5/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,6182,29, ,C3,1760 71ST   STREET, ,11204,4,0,4,"2,500","3,000",1924, 	2 ,C3, $	-00.00 ,11/21/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,6193,59, ,C3,1759 73RD   STREET, ,11204,4,0,4,"4,000","3,250",1929, 	2 ,C3," $	1,550,000.00 ",4/28/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,6196,60, ,C3,2045 73RD STREET, ,11204,4,0,4,"2,667","3,350",1925, 	2 ,C3, $	-00.00 ,3/4/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2B,6214,34, ,C7,7401 NEW UTRECHT AVENUE, ,11204,7,1,8,"2,288","7,450",1931, 	2 ,C7, $	-00.00 ,9/29/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2B,6214,34, ,C7,7401 NEW UTRECHT AVENUE, ,11204,7,1,8,"2,288","7,450",1931, 	2 ,C7, $	-00.00 ,9/29/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,6214,36, ,C3,1644 74TH STREET, ,11204,4,0,4,"2,567","3,280",1931, 	2 ,C3, $	-00.00 ,12/13/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,6214,37, ,C3,1646 74 STREET, ,11204,4,0,4,"2,567","3,280",1931, 	2 ,C3," $	463,108.00 ",4/25/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,6215,70, ,C3,1733 BAY RIDGE PARKWAY, ,11204,4,0,4,"3,000","3,312",1931, 	2 ,C3," $	1,680,000.00 ",7/26/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,6215,72, ,C3,1729 BAY RIDGE PARKWAY, ,11204,4,0,4,"3,000","3,312",1931, 	2 ,C3, $	-00.00 ,8/4/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,6218,63, ,C3,2027 BAY RIDGE PARKWAY, ,11204,4,0,4,"2,667","3,439",1931, 	2 ,C3, $	-00.00 ,6/29/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,6226,61, ,C3,1767 76TH   STREET, ,11214,4,0,4,"2,500","3,120",1931, 	2 ,C3, $	-00.00 ,7/13/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,6226,65, ,C3,1755 76TH   STREET, ,11214,4,0,4,"2,500","3,120",1931, 	2 ,C3," $	1,750,000.00 ",6/15/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,6228,10, ,C2,1908 BAY RIDGE PARKWAY, ,11204,6,0,6,"2,500","5,364",1931, 	2 ,C2, $	-00.00 ,1/11/18
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,6229,63, ,C3,2037 76 STREET, ,11214,4,0,4,"3,050","3,344",1931, 	2 ,C3, $	-00.00 ,5/9/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,6251,35, ,C2,2068 77TH   STREET, ,11214,6,0,6,"2,750","5,775",1924, 	2 ,C2," $	1,250,000.00 ",12/21/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2,6288,37, ,C1,8020 BAY PARKWAY, ,11214,54,0,54,"20,000","48,000",1922, 	2 ,C1, $	-00.00 ,12/31/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,6296,17, ,C2,1826 81ST STREET, ,11214,6,0,6,"2,500","5,775",1930, 	2 ,C2, $	-00.00 ,1/9/18
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,6296,20, ,C2,1836 81ST STREET, ,11214,6,0,6,"2,500","5,775",1930, 	2 ,C2, $	-00.00 ,1/11/18
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,6306,41, ,C3,8202 17TH AVENUE, ,11214,4,0,4,"2,000","3,200",1931, 	2 ,C3, $	-00.00 ,9/22/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2,6318,37, ,C7,8200 BAY PARKWAY,32,11214,32,2,34,"12,000","28,000",1924, 	2 ,C7, $	-00.00 ,5/2/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,6326,96, ,C3,1735 85TH STREET,4,11214,4,0,4,"2,500","3,157",1924, 	2 ,C3, $	-00.00 ,6/29/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,6855,63, ,C3,2337 85TH   STREET,4,11214,4,0,4,"3,000","2,904",1927, 	2 ,C3," $	1,500,000.00 ",7/5/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,6856,40, ,C3,2480 84TH STREET, ,11214,4,0,4,"3,500","2,720",1925, 	2 ,C3, $	-00.00 ,7/27/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,6856,51, ,C3,2469 85TH STREET,4,11214,4,0,4,"2,500","3,075",1923, 	2 ,C3, $	-00.00 ,4/20/17
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,6859,25, ,C3,2446 85TH   STREET,4,11214,4,0,4,"2,500","3,034",1924, 	2 ,C3," $	1,450,000.00 ",7/12/17
3,BENSONHURST,08 RENTALS - ELEVATOR APARTMENTS           ,2,6335,29, ,D1,2160 84TH STREET,53,11214,53,0,53,"12,500","52,500",1939, 	2 ,D1, $	10.00 ,5/10/17
3,BENSONHURST,08 RENTALS - ELEVATOR APARTMENTS           ,2,6335,29, ,D1,2160 84TH STREET,53,11214,53,0,53,"12,500","52,500",1939, 	2 ,D1, $	10.00 ,5/2/17
3,BENSONHURST,08 RENTALS - ELEVATOR APARTMENTS           ,2,6335,29, ,D1,2160 84TH STREET,53,11214,53,0,53,"12,500","52,500",1939, 	2 ,D1, $	-00.00 ,5/1/17
3,BENSONHURST,08 RENTALS - ELEVATOR APARTMENTS           ,2,6858,6, ,D1,2302 85TH   STREET,42,11214,42,0,42,"10,000","45,600",1936, 	2 ,D1," $	12,226,800.00 ",1/11/18
3,BENSONHURST,08 RENTALS - ELEVATOR APARTMENTS           ,2,6858,6, ,D1,2302 85TH STREET,42,11214,42,0,42,"10,000","45,600",1936, 	2 ,D1, $	-00.00 ,1/11/18
3,BENSONHURST,09 COOPS - WALKUP APARTMENTS               ,2,6316,43, ,C6,"1975 83RD STREET, D2", ,11214,0,0,0,0,0,1926, 	2 ,C6," $	340,000.00 ",3/10/17
3,BENSONHURST,09 COOPS - WALKUP APARTMENTS               ,2,6316,43, ,C6,"1975 83RD STREET, A7", ,11214,0,0,0,0,0,1926, 	2 ,C6," $	220,000.00 ",8/9/17
3,BENSONHURST,09 COOPS - WALKUP APARTMENTS               ,2,6316,43, ,C6,"1975 83RD   STREET, A6", ,11214,0,0,0,0,0,1926, 	2 ,C6," $	200,000.00 ",9/5/17
3,BENSONHURST,09 COOPS - WALKUP APARTMENTS               ,2,6316,43, ,C6,"1975 83RD STREET, C4", ,11214,0,0,0,0,0,1926, 	2 ,C6," $	225,000.00 ",2/2/18
3,BENSONHURST,09 COOPS - WALKUP APARTMENTS               ,2,6316,43, ,C6,"1975 83RD STREET, A9", ,11214,0,0,0,0,0,1926, 	2 ,C6," $	165,000.00 ",2/1/18
3,BENSONHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,6175,36, ,D4,"7000 BAY PARKWAY, 1K", ,11204,0,0,0,0,0,1959, 	2 ,D4, $	-00.00 ,4/19/17
3,BENSONHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,6175,36, ,D4,"7000 BAY PARKWAY, 5D", ,11204,0,0,0,0,0,1959, 	2 ,D4, $	-00.00 ,5/23/17
3,BENSONHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,6175,36, ,D4,"7000 BAY PARKWAY, 2H", ,11204,0,0,0,0,0,1959, 	2 ,D4, $	-00.00 ,6/14/17
3,BENSONHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,6286,1, ,D4,"8023 19TH AVENUE, 6F", ,11214,0,0,0,0,0,1927, 	2 ,D4, $	-00.00 ,12/28/17
3,BENSONHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,6296,46, ,D4,"1845 82ND STREET, D4", ,11214,0,0,0,0,0,1930, 	2 ,D4," $	271,100.00 ",4/19/17
3,BENSONHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,6296,46, ,D4,"1845 82ND STREET, C2", ,11214,0,0,0,0,0,1930, 	2 ,D4," $	364,900.00 ",6/16/17
3,BENSONHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,6299,43, ,D4,"2155 82ND STREET, 6N", ,11214,0,0,0,0,0,1962, 	2 ,D4," $	182,500.00 ",7/13/17
3,BENSONHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,6299,43, ,D4,"2155 82ND STREET, 3B", ,11214,0,0,0,0,0,1962, 	2 ,D4," $	200,000.00 ",9/14/17
3,BENSONHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,6299,43, ,D4,"2155 82ND STREET, 5F", ,11214,0,0,0,0,0,1962, 	2 ,D4," $	280,000.00 ",9/29/17
3,BENSONHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,6299,43, ,D4,"2155 82 STREET, 4A", ,11214,0,0,0,0,0,1962, 	2 ,D4," $	289,000.00 ",10/6/17
3,BENSONHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,6299,43, ,D4,"2155 82ND STREET, 5E", ,11214,0,0,0,0,0,1962, 	2 ,D4," $	220,000.00 ",2/15/18
3,BENSONHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,6316,6, ,D4,"8201 19TH AVENUE, B1", ,11214,0,0,0,0,0,1927, 	2 ,D4," $	218,000.00 ",7/10/17
3,BENSONHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,6329,67, ,D4,"2021 84TH STREET, 1E", ,11214,0,0,0,0,0,1963, 	2 ,D4," $	270,000.00 ",7/11/17
3,BENSONHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,6329,67, ,D4,"2021 84TH STREET, 6C", ,11214,0,0,0,0,0,1963, 	2 ,D4," $	310,000.00 ",7/31/17
3,BENSONHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,6329,67, ,D4,"2021 84TH STREET, 1D", ,11214,0,0,0,0,0,1963, 	2 ,D4, $	-00.00 ,12/28/17
3,BENSONHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,6329,67, ,D4,"2021 84TH STREET, 2B", ,11214,0,0,0,0,0,1963, 	2 ,D4," $	200,000.00 ",2/28/18
3,BENSONHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,6329,67, ,D4,"2021 84TH STREET, 6B", ,11214,0,0,0,0,0,1963, 	2 ,D4," $	255,000.00 ",2/2/18
3,BENSONHURST,12 CONDOS - WALKUP APARTMENTS              ,2,6171,1005, ,R2,1765 71ST   STREET,3B,11204,1,0,1,0,0,0, 	2 ,R2," $	450,000.00 ",12/29/17
3,BENSONHURST,12 CONDOS - WALKUP APARTMENTS              ,2,6269,1020, ,R2,7902 15TH   AVENUE,3A,11228,1,0,1,0,0,0, 	2 ,R2, $	1.00 ,5/25/17
3,BENSONHURST,12 CONDOS - WALKUP APARTMENTS              ,2,6300,1015, ,R2,2281 82ND   STREET,15,11214,1,0,1,0,0,0, 	2 ,R2," $	625,000.00 ",11/16/17
3,BENSONHURST,12 CONDOS - WALKUP APARTMENTS              ,2,6300,1016, ,R2,2281 82ND STREET,16,11214,1,0,1,0,0,0, 	2 ,R2," $	615,000.00 ",7/31/17
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,5553,1005, ,R4,1766 65TH   STREET,3A,11204,1,0,1,0,0,2010, 	2 ,R4," $	587,000.00 ",1/12/18
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,5553,1008, ,R4,1766 65TH STREET,4B,11204,1,0,1,0,0,2010, 	2 ,R4," $	590,000.00 ",1/9/18
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,5553,1009, ,R4,1766 65TH STREET,5A,11204,1,0,1,0,0,2010, 	2 ,R4," $	579,000.00 ",8/25/17
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,6241,1004, ,R4,7620 BAY PARKWAY,2A,11214,1,0,1,0,0,0, 	2 ,R4, $	-00.00 ,5/11/17
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,6241,1108, ,R4,7608 BAY PARKWAY,2E,11214,1,0,1,0,0,2009, 	2 ,R4," $	410,670.00 ",12/6/17
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,6241,1109, ,R4,7608 BAY PARKWAY,2F,11214,1,0,1,0,0,2009, 	2 ,R4," $	595,676.00 ",11/30/17
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,6241,1110, ,R4,7608 BAY PARKWAY,3A,11214,1,0,1,0,0,2009, 	2 ,R4," $	600,767.00 ",8/9/17
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,6241,1112, ,R4,7608 BAY PARKWAY,3C,11214,1,0,1,0,0,2009, 	2 ,R4," $	641,497.00 ",10/17/17
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,6241,1114, ,R4,7608 BAY PARKWAY,3E,11214,1,0,1,0,0,2009, 	2 ,R4," $	641,497.00 ",10/10/17
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,6241,1118, ,R4,7608 BAY PARKWAY,5C,11214,1,0,1,0,0,2009, 	2 ,R4," $	794,235.00 ",10/12/17
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,6241,1119, ,R4,7608 BAY PARKWAY,5D,11214,1,0,1,0,0,2009, 	2 ,R4," $	722,957.00 ",10/6/17
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,6241,1120, ,R4,7608 BAY PARKWAY,5E,11214,1,0,1,0,0,2009, 	2 ,R4," $	462,384.00 ",8/16/17
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,6241,1122, ,R4,7608 BAY PARKWAY,6A,11214,1,0,1,0,0,2009, 	2 ,R4," $	619,096.00 ",7/21/17
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,6241,1123, ,R4,7608 BAY PARKWAY,6B,11214,1,0,1,0,0,2009, 	2 ,R4," $	575,311.00 ",9/25/17
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,6241,1124, ,R4,7608 BAY PARKWAY,6C,11214,1,0,1,0,0,2009, 	2 ,R4," $	486,720.00 ",7/28/17
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,6241,1126, ,R4,7608 BAY PARKWAY,6E,11214,1,0,1,0,0,2009, 	2 ,R4," $	507,000.00 ",7/25/17
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,6241,1128, ,R4,7608 BAY PARKWAY,7A,11214,1,0,1,0,0,2009, 	2 ,R4," $	666,953.00 ",8/9/17
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,6241,1129, ,R4,7608 BAY PARKWAY,7B,11214,1,0,1,0,0,2009, 	2 ,R4," $	601,785.00 ",8/18/17
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,6241,1130, ,R4,7608 BAY PARKWAY,7C,11214,1,0,1,0,0,2009, 	2 ,R4," $	499,902.00 ",7/28/17
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,6241,1131, ,R4,7608 BAY PARKWAY,7D,11214,1,0,1,0,0,2009, 	2 ,R4," $	751,468.00 ",8/9/17
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,6241,1132, ,R4,7608 BAY PARKWAY,7E,11214,1,0,1,0,0,2009, 	2 ,R4," $	563,092.00 ",12/11/17
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,6241,1133, ,R4,7608 BAY PARKWAY,7F,11214,1,0,1,0,0,2009, 	2 ,R4," $	573,274.00 ",1/9/18
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,6241,1134, ,R4,7608 BAY PARKWAY,8A,11214,1,0,1,0,0,2009, 	2 ,R4," $	701,574.00 ",11/14/17
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            ,2,6241,1137, ,R4,7608 BAY PARKWAY,8D,11214,1,0,1,0,0,2009, 	2 ,R4," $	666,953.00 ",7/25/17
